"state","county","abortion","inflation","unemployment","wage"
"Oregon","Linn County",18,27,2,2
"Oregon","Malheur County",,2,1,
"Oregon","Marion County",44,41,4,2
"Oregon","Multnomah County",625,715,61,112
"Oregon","Polk County",9,5,,
"Oregon","Tillamook County",,3,,
"Oregon","Union County",1,2,,1
"Oregon","Wasco County",1,3,,
"Oregon","Washington County",72,110,13,14
"Oregon","Yamhill County",24,22,,1
"West Virginia","Barbour County",1,1,,
"West Virginia","Berkeley County",14,11,1,
"West Virginia","Boone County",,1,,
"West Virginia","Brooke County",,1,,
"West Virginia","Cabell County",14,64,1,4
"West Virginia","Fayette County",5,12,,
"West Virginia","Greenbrier County",7,4,1,
"West Virginia","Hampshire County",,2,,
"West Virginia","Hancock County",3,1,1,
"West Virginia","Hardy County",,1,,
"West Virginia","Harrison County",27,12,,
"West Virginia","Jackson County",,1,,
"West Virginia","Jefferson County",7,6,,2
"West Virginia","Kanawha County",41,78,3,3
"West Virginia","Lewis County",,2,,
"West Virginia","Logan County",1,4,1,
"West Virginia","Marion County",6,7,,3
"West Virginia","Marshall County",,6,,
"West Virginia","Mason County",,1,1,
"West Virginia","Mercer County",3,2,1,
"West Virginia","Mingo County",1,,,
"West Virginia","Monongalia County",56,28,6,5
"West Virginia","Nicholas County",,1,,
"West Virginia","Ohio County",7,16,,
"West Virginia","Preston County",,1,,
"West Virginia","Putnam County",3,5,,
"West Virginia","Raleigh County",3,8,,
"West Virginia","Roane County",,1,,
"West Virginia","Summers County",,2,,
"West Virginia","Upshur County",,3,,
"West Virginia","Wayne County",2,,,1
"West Virginia","Wood County",7,11,1,2
"North Dakota","Barnes County",1,,,
"North Dakota","Burleigh County",5,7,,1
"North Dakota","Cass County",28,68,5,4
"North Dakota","Cavalier County",,1,,
"North Dakota","Divide County",,,1,
"North Dakota","Foster County",2,,,1
"North Dakota","Grand Forks County",14,10,2,
"North Dakota","Mercer County",,1,,
"North Dakota","Mountrail County",1,,,
"North Dakota","Nelson County",,,,1
"North Dakota","Pierce County",,1,,
"North Dakota","Richland County",1,,,
"North Dakota","Stark County",,4,,
"North Dakota","Ward County",18,44,2,1
"North Dakota","Williams County",,4,,
"Massachusetts","Barnstable County",21,40,,
"Massachusetts","Berkshire County",16,50,1,1
"Massachusetts","Bristol County",27,85,,4
"Massachusetts","Dukes County",4,5,,1
"Massachusetts","Essex County",46,130,7,8
"Massachusetts","Franklin County",31,9,1,1
"Massachusetts","Hampden County",53,144,,4
"Massachusetts","Hampshire County",29,41,4,3
"Massachusetts","Middlesex County",205,492,52,43
"Massachusetts","Nantucket County",14,6,,1
"Massachusetts","Norfolk County",36,92,9,10
"Massachusetts","Plymouth County",16,115,3,2
"Massachusetts","Suffolk County",705,1489,107,88
"Massachusetts","Worcester County",65,130,19,9
"Wisconsin","Barron County",4,,,
"Wisconsin","Bayfield County",1,11,,
"Wisconsin","Brown County",47,104,3,5
"Wisconsin","Chippewa County",14,15,3,
"Wisconsin","Clark County",,2,,1
"Wisconsin","Columbia County",1,2,,1
"Wisconsin","Crawford County",1,4,,
"Wisconsin","Dane County",226,381,22,11
"Wisconsin","Dodge County",2,26,1,
"Wisconsin","Door County",22,3,,1
"Wisconsin","Douglas County",3,5,,
"Wisconsin","Dunn County",2,3,,
"Wisconsin","Eau Claire County",8,14,2,1
"Wisconsin","Fond du Lac County",21,6,,
"Wisconsin","Grant County",,3,,
"Wisconsin","Green County",5,2,,
"Wisconsin","Iowa County",,6,,
"Wisconsin","Jefferson County",9,9,1,
"Wisconsin","Juneau County",,2,,
"Wisconsin","Kenosha County",23,44,4,1
"Wisconsin","La Crosse County",35,28,1,
"Wisconsin","Lafayette County",,2,,
"Wisconsin","Langlade County",,2,,
"Wisconsin","Manitowoc County",,2,,
"Wisconsin","Marathon County",22,32,2,
"Wisconsin","Marinette County",1,2,1,
"Wisconsin","Milwaukee County",15,15,2,2
"Wisconsin","Monroe County",6,7,1,
"Wisconsin","Oconto County",,1,,
"Wisconsin","Oneida County",,3,1,
"Wisconsin","Outagamie County",13,7,1,1
"Wisconsin","Ozaukee County",11,11,,
"Wisconsin","Pierce County",,6,1,
"Wisconsin","Portage County",15,2,,
"Wisconsin","Racine County",13,25,1,2
"Wisconsin","Richland County",,3,,
"Wisconsin","Rock County",22,34,1,
"Wisconsin","Rusk County",,2,,
"Wisconsin","Sauk County",17,23,5,
"Wisconsin","Sawyer County",,1,,
"Wisconsin","Shawano County",8,5,,
"Wisconsin","Sheboygan County",9,19,3,1
"Wisconsin","St. Croix County",9,14,1,1
"Wisconsin","Trempealeau County",,1,,
"Wisconsin","Vernon County",6,4,1,
"Wisconsin","Vilas County",4,,,
"Wisconsin","Walworth County",5,14,1,
"Wisconsin","Washington County",10,13,3,1
"Wisconsin","Waukesha County",302,506,38,33
"Wisconsin","Waupaca County",8,13,2,
"Wisconsin","Waushara County",,4,1,
"Wisconsin","Winnebago County",37,79,3,5
"Wisconsin","Wood County",5,9,,1
"Arkansas","Baxter County",1,1,1,
"Arkansas","Benton County",54,57,8,2
"Arkansas","Boone County",1,1,,
"Arkansas","Carroll County",3,4,1,
"Arkansas","Clark County",,4,,
"Arkansas","Cleburne County",,1,,
"Arkansas","Conway County",9,,,
"Arkansas","Craighead County",18,13,2,2
"Arkansas","Crawford County",5,10,,
"Arkansas","Crittenden County",,1,,1
"Arkansas","Drew County",,22,,
"Arkansas","Faulkner County",31,24,2,3
"Arkansas","Franklin County",,1,,1
"Arkansas","Garland County",9,15,1,
"Arkansas","Greene County",,,1,
"Arkansas","Hempstead County",,1,,
"Arkansas","Hot Spring County",,1,,2
"Arkansas","Independence County",,2,,
"Arkansas","Jefferson County",,2,,
"Arkansas","Johnson County",,1,,
"Arkansas","Lawrence County",,2,,
"Arkansas","Logan County",2,,2,
"Arkansas","Lonoke County",4,19,,
"Arkansas","Miller County",1,9,,
"Arkansas","Mississippi County",,1,,
"Arkansas","Perry County",,2,,
"Arkansas","Polk County",,1,,
"Arkansas","Pope County",1,4,,
"Arkansas","Pulaski County",64,131,8,5
"Arkansas","Randolph County",,1,,
"Arkansas","Saline County",3,15,1,2
"Arkansas","Sebastian County",8,31,,2
"Arkansas","Sevier County",,1,,
"Arkansas","Sharp County",1,1,,
"Arkansas","Stone County",1,,,
"Arkansas","Union County",2,1,,
"Arkansas","Washington County",22,42,2,2
"Arkansas","White County",5,8,,
"Arkansas","Yell County",,11,,
"Montana","Beaverhead County",1,,,
"Montana","Cascade County",4,6,,2
"Montana","Dawson County",,1,,
"Montana","Fergus County",1,,,
"Montana","Flathead County",16,28,1,2
"Montana","Gallatin County",21,51,16,3
"Montana","Glacier County",1,,,
"Montana","Jefferson County",,1,,
"Montana","Lake County",,,1,
"Montana","Lewis and Clark County",10,19,2,3
"Montana","Madison County",,1,,
"Montana","Missoula County",18,34,1,3
"Montana","Park County",1,1,,
"Montana","Ravalli County",4,13,,
"Montana","Richland County",,1,,
"Montana","Stillwater County",,1,,
"Montana","Yellowstone County",28,69,5,
"New Hampshire","Belknap County",3,2,,
"New Hampshire","Carroll County",2,5,,
"New Hampshire","Cheshire County",12,21,2,1
"New Hampshire","Coos County",1,,,
"New Hampshire","Grafton County",3,17,,3
"New Hampshire","Hillsborough County",111,157,22,11
"New Hampshire","Merrimack County",30,26,,2
"New Hampshire","Rockingham County",81,117,1,1
"New Hampshire","Strafford County",19,27,1,4
"New Hampshire","Sullivan County",1,7,1,
"New Mexico","Bernalillo County",247,241,21,21
"New Mexico","Chaves County",2,8,,
"New Mexico","Colfax County",1,8,,
"New Mexico","Curry County",7,6,,
"New Mexico","Do̱a Ana County",18,26,3,1
"New Mexico","Eddy County",7,22,,4
"New Mexico","Grant County",,,,1
"New Mexico","Lea County",1,3,,
"New Mexico","Lincoln County",5,2,,1
"New Mexico","Luna County",,6,1,1
"New Mexico","McKinley County",4,5,,
"New Mexico","Otero County",4,5,,1
"New Mexico","Quay County",5,1,,
"New Mexico","San Juan County",4,6,1,
"New Mexico","San Miguel County",6,9,,
"New Mexico","Sandoval County",29,50,3,2
"New Mexico","Santa Fe County",80,65,6,3
"New Mexico","Sierra County",3,20,3,3
"New Mexico","Taos County",3,13,,
"New Mexico","Valencia County",3,2,,
"Iowa","Black Hawk County",7,21,2,
"Iowa","Boone County",,1,,1
"Iowa","Bremer County",,2,1,
"Iowa","Buena Vista County",,1,,
"Iowa","Carroll County",1,1,3,
"Iowa","Cass County",,1,2,
"Iowa","Cedar County",,1,,
"Iowa","Cerro Gordo County",2,9,,
"Iowa","Chickasaw County",2,3,,
"Iowa","Clarke County",1,,,
"Iowa","Clinton County",3,11,,
"Iowa","Dallas County",8,12,2,1
"Iowa","Dubuque County",40,38,1,
"Iowa","Emmet County",2,1,,
"Iowa","Fayette County",1,6,,
"Iowa","Floyd County",,7,,
"Iowa","Fremont County",,2,,
"Iowa","Hamilton County",,1,,
"Iowa","Hardin County",,1,,
"Iowa","Harrison County",,3,,
"Iowa","Henry County",,2,,
"Iowa","Humboldt County",,1,,
"Iowa","Jasper County",3,2,,1
"Iowa","Jefferson County",1,1,1,
"Iowa","Johnson County",44,43,1,4
"Iowa","Jones County",,1,,
"Iowa","Keokuk County",1,,,
"Iowa","Lee County",1,,,
"Iowa","Linn County",32,78,4,5
"Iowa","Madison County",1,3,,
"Iowa","Marion County",,2,,
"Iowa","Marshall County",,2,,
"Iowa","Mills County",3,3,,
"Iowa","Monroe County",,,,1
"Iowa","Muscatine County",6,15,2,
"Iowa","Plymouth County",1,1,,
"Iowa","Polk County",149,207,29,17
"Iowa","Pottawattamie County",4,12,,
"Iowa","Poweshiek County",1,,,
"Iowa","Scott County",24,33,3,
"Iowa","Shelby County",1,,,
"Iowa","Sioux County",,7,,
"Iowa","Story County",11,5,,3
"Iowa","Wapello County",2,,,
"Iowa","Warren County",1,7,,
"Iowa","Washington County",2,4,,2
"Iowa","Webster County",3,5,,
"Iowa","Winneshiek County",1,17,,
"Iowa","Woodbury County",17,24,2,2
"Utah","Box Elder County",2,7,1,
"Utah","Cache County",14,15,,2
"Utah","Davis County",26,69,3,2
"Utah","Emery County",1,,,
"Utah","Grand County",,1,1,
"Utah","Iron County",13,11,,1
"Utah","Morgan County",2,,,
"Utah","Salt Lake County",310,414,21,34
"Utah","Sanpete County",,1,,
"Utah","Sevier County",,1,,
"Utah","Summit County",31,24,,
"Utah","Tooele County",2,3,,
"Utah","Uintah County",2,4,,
"Utah","Utah County",18,86,3,4
"Utah","Wasatch County",,7,,
"Utah","Washington County",4,12,,1
"Utah","Weber County",17,50,,1
"Rhode Island","Bristol County",1,10,,
"Rhode Island","Kent County",23,43,1,3
"Rhode Island","Newport County",6,35,1,
"Rhode Island","Providence County",91,191,12,29
"Rhode Island","Washington County",1,7,,1
"South Dakota","Brookings County",4,6,1,
"South Dakota","Brown County",4,9,2,
"South Dakota","Brule County",,1,,
"South Dakota","Butte County",,3,2,
"South Dakota","Campbell County",,1,,
"South Dakota","Codington County",,8,,1
"South Dakota","Davison County",,2,,
"South Dakota","Fall River County",1,1,,
"South Dakota","Grant County",2,3,,
"South Dakota","Hughes County",1,4,2,2
"South Dakota","Jerauld County",,,1,
"South Dakota","Lake County",,2,,
"South Dakota","Lawrence County",4,2,,1
"South Dakota","Lincoln County",,4,,
"South Dakota","McCook County",1,1,,
"South Dakota","Meade County",,4,,
"South Dakota","Mellette County",1,1,,
"South Dakota","Miner County",,2,,
"South Dakota","Minnehaha County",60,138,15,9
"South Dakota","Pennington County",21,23,1,
"South Dakota","Potter County",,,,1
"South Dakota","Union County",,6,,
"South Dakota","Yankton County",1,1,1,1
"South Dakota","Ziebach County",,,,1
"Nevada","Churchill County",1,9,,1
"Nevada","Clark County",968,2098,153,88
"Nevada","Elko County",6,7,2,
"Nevada","Humboldt County",,1,,
"Nevada","Lyon County",3,4,,
"Nevada","Washoe County",98,235,30,13
"Nevada","White Pine County",1,,,
"Arizona","Cochise County",27,38,4,2
"Arizona","Coconino County",29,49,2,5
"Arizona","Gila County",25,10,,1
"Arizona","Graham County",,2,,
"Arizona","La Paz County",,2,,
"Arizona","Maricopa County",1432,2726,154,109
"Arizona","Mohave County",60,52,2,2
"Arizona","Navajo County",21,33,,
"Arizona","Pima County",315,481,94,21
"Arizona","Pinal County",32,53,,1
"Arizona","Santa Cruz County",1,2,5,
"Arizona","Yavapai County",93,98,1,2
"Arizona","Yuma County",20,80,1,
"District of Columbia","District of Columbia",3210,4728,340,343
"Connecticut","Fairfield County",131,438,33,13
"Connecticut","Hartford County",118,211,17,11
"Connecticut","Litchfield County",11,30,1,
"Connecticut","Middlesex County",30,27,4,2
"Connecticut","New Haven County",149,246,9,13
"Connecticut","New London County",21,30,2,2
"Connecticut","Tolland County",5,8,,1
"Connecticut","Windham County",1,6,,
"Delaware","Kent County",49,68,2,
"Delaware","New Castle County",57,87,6,8
"Delaware","Sussex County",19,47,4,
